,target
4312,NEU
4313,NEU
4314,NEU
4315,NEU
4316,NEU
4317,POS
4318,POS
4319,POS
4320,POS
4321,POS
4322,POS
4323,POS
4324,POS
4325,POS
4326,POS
4327,POS
4328,POS
4329,POS
4330,POS
4331,POS
4332,NEG
4333,NEG
4334,NEG
4335,NEG
4336,NEG
4337,NEG
4338,NEG
4339,NEG
4340,NEG
4341,POS
4342,POS
4343,NEG
4344,NEG
4345,POS
4346,POS
4347,POS
4348,POS
4349,POS
4350,POS
4351,POS
4352,POS
4353,POS
4354,NEU
4355,NEU
4356,NEU
4357,NEG
4358,NEG
4359,NEG
4360,NEG
4361,NEG
4362,NEG
4363,NEG
4364,NEG
4365,NEG
4366,NEG
4367,NEG
4368,NEG
4369,NEG
4370,NEG
4371,POS
4372,POS
4373,NEU
4374,NEU
4375,NEU
4376,NEU
4377,NEU
4378,NEU
4379,NEG
4380,NEG
4381,NEG
4382,NEU
4383,NEG
4384,POS
4385,POS
4386,POS
4387,NEG
4388,NEG
4389,NEG
4390,NEG
4391,NEG
4392,NEG
4393,POS
4394,POS
4395,POS
4396,POS
4397,POS
4398,POS
4399,POS
4400,NEU
4401,NEU
4402,NEU
4403,NEU
4404,NEG
4405,NEG
4406,NEG
4407,NEU
4408,NEU
4409,NEU
4410,NEU
4411,NEU
4412,NEU
4413,NEU
4414,NEG
4415,NEG
4416,NEU
4417,NEU
4418,NEU
4419,NEG
4420,NEG
4421,NEU
4422,NEU
4423,NEU
4424,NEU
4425,NEU
4426,NEG
4427,NEG
4428,NEU
4429,NEG
4430,NEU
4431,NEU
4432,NEU
4433,POS
4434,POS
4435,POS
4436,POS
4437,POS
4438,POS
4439,NEG
4440,NEG
4441,NEG
4442,NEG
4443,NEG
4444,NEG
4445,NEG
4446,NEG
4447,NEG
4448,NEG
4449,NEG
4450,NEG
4451,NEG
4452,NEG
4453,NEG
4454,NEG
4455,NEG
4456,NEG
4457,NEG
4458,NEG
4459,NEG
4460,POS
4461,POS
4462,NEG
4463,NEG
4464,NEG
4465,NEG
4466,NEU
4467,NEU
4468,NEU
4469,NEU
4470,NEG
4471,NEG
4472,NEG
4473,NEU
4474,NEU
4475,NEU
4476,NEU
4477,NEU
4478,NEU
4479,NEU
4480,POS
4481,POS
4482,NEU
4483,NEU
4484,NEU
4485,NEU
4486,NEU
4487,NEU
4488,NEU
4489,NEU
4490,NEU
4491,NEU
4492,NEU
4493,NEU
4494,POS
4495,NEU
4496,NEG
4497,NEU
4498,NEU
4499,NEG
4500,NEG
4501,POS
4502,NEU
4503,NEG
4504,NEU
4505,NEU
4506,NEU
4507,NEG
4508,NEU
4509,NEG
4510,NEU
4511,POS
4512,POS
4513,NEU
4514,POS
4515,POS
4516,NEG
4517,NEG
4518,NEG
4519,NEU
4520,NEU
4521,NEU
4522,POS
4523,NEU
4524,NEU
4525,NEU
4526,NEU
4527,NEU
4528,NEU
4529,POS
4530,POS
4531,POS
4532,NEU
4533,POS
4534,POS
4535,NEG
4536,NEG
4537,NEG
4538,NEG
4539,NEU
4540,POS
4541,POS
4542,NEU
4543,NEU
4544,NEG
4545,NEG
4546,NEG
4547,POS
4548,NEG
4549,NEG
4550,NEU
4551,POS
4552,POS
4553,POS
4554,NEG
4555,NEG
4556,NEG
4557,NEU
4558,NEU
4559,NEU
4560,NEU
4561,POS
4562,POS
4563,POS
4564,NEU
4565,POS
4566,POS
4567,NEU
4568,NEU
4569,NEU
4570,NEU
4571,NEU
4572,NEU
4573,NEG
4574,NEU
4575,NEU
4576,NEU
4577,NEU
4578,NEG
4579,NEG
4580,NEU
4581,NEU
4582,NEG
4583,NEG
4584,NEG
4585,NEG
4586,NEG
4587,NEG
4588,NEG
4589,NEU
4590,POS
4591,NEU
4592,NEU
4593,NEG
4594,NEG
4595,POS
4596,POS
4597,POS
4598,POS
4599,NEG
4600,NEG
4601,POS
4602,POS
4603,POS
4604,NEU
4605,NEU
4606,NEU
4607,POS
4608,POS
4609,NEG
4610,NEG
4611,NEG
4612,NEG
4613,NEU
4614,NEU
4615,NEG
4616,NEG
4617,POS
4618,POS
4619,POS
4620,POS
4621,POS
4622,POS
4623,POS
4624,POS
4625,POS
4626,POS
4627,POS
4628,POS
4629,POS
4630,NEU
4631,NEU
4632,NEU
4633,NEU
4634,POS
4635,POS
4636,POS
4637,POS
4638,POS
4639,NEU
4640,NEU
4641,NEG
4642,POS
4643,POS
4644,POS
4645,POS
4646,POS
4647,POS
4648,POS
4649,POS
4650,POS
4651,POS
4652,NEU
4653,POS
4654,POS
4655,POS
4656,POS
4657,POS
4658,POS
4659,NEG
4660,NEG
4661,NEG
4662,NEG
4663,POS
4664,POS
4665,NEG
4666,POS
4667,POS
4668,POS
4669,POS
4670,POS
4671,POS
4672,POS
4673,NEG
4674,NEG
4675,NEG
4676,NEG
4677,NEG
4678,NEG
4679,NEG
4680,NEG
4681,POS
4682,POS
4683,POS
4684,POS
4685,POS
4686,POS
4687,POS
4688,POS
4689,POS
4690,POS
4691,NEG
4692,NEG
4693,NEG
4694,NEG
4695,NEG
4696,NEG
4697,NEG
4698,NEG
4699,NEG
4700,NEG
4701,NEG
4702,NEG
4703,NEG
4704,NEG
4705,NEG
4706,NEG
4707,NEG
4708,NEG
4709,POS
4710,POS
4711,POS
4712,POS
4713,NEG
4714,NEG
4715,NEG
4716,NEU
4717,NEU
4718,NEU
4719,POS
4720,POS
4721,POS
4722,POS
4723,NEG
4724,NEG
4725,NEG
4726,NEG
4727,NEG
4728,NEG
4729,NEG
4730,NEG
4731,NEG
4732,NEG
4733,NEG
4734,NEG
4735,NEG
4736,NEG
4737,NEU
4738,NEU
4739,POS
4740,POS
4741,POS
4742,POS
4743,POS
4744,POS
4745,POS
4746,POS
4747,POS
4748,NEG
4749,NEG
4750,NEG
4751,NEG
4752,NEG
4753,NEG
4754,NEG
4755,NEG
4756,NEG
4757,NEG
4758,NEG
4759,NEG
4760,NEG
4761,NEG
4762,NEG
4763,NEG
4764,NEG
4765,NEG
4766,NEG
4767,NEG
4768,NEG
4769,NEG
4770,NEG
4771,NEG
4772,NEG
4773,NEG
4774,NEG
4775,NEG
4776,NEG
4777,NEG
4778,NEG
4779,NEG
4780,NEU
4781,NEU
4782,NEU
4783,NEU
4784,NEU
4785,NEU
4786,NEU
4787,NEU
4788,POS
4789,POS
4790,NEU
4791,NEG
4792,NEG
4793,NEU
4794,NEU
4795,POS
4796,POS
4797,POS
4798,POS
4799,POS
4800,POS
4801,NEU
4802,NEU
4803,NEU
4804,NEU
4805,NEU
4806,NEU
4807,POS
4808,POS
4809,POS
4810,POS
4811,POS
4812,NEG
4813,NEG
4814,NEU
4815,NEU
4816,POS
4817,POS
4818,NEU
4819,NEU
4820,NEU
4821,POS
4822,NEU
4823,NEU
4824,NEG
4825,NEG
4826,NEG
4827,NEU
4828,NEU
4829,NEU
4830,NEU
4831,NEG
4832,NEG
4833,NEG
4834,POS
4835,POS
4836,POS
4837,POS
4838,NEU
4839,NEU
4840,NEU
4841,NEU
4842,NEG
4843,NEG
4844,POS
4845,NEG
4846,NEG
4847,NEG
4848,POS
4849,POS
4850,NEU
4851,NEU
4852,NEU
4853,NEU
4854,NEU
4855,NEU
4856,NEU
4857,NEU
4858,NEU
4859,NEU
4860,NEG
4861,NEG
4862,NEG
4863,NEU
4864,NEG
4865,NEG
4866,NEU
4867,NEU
4868,NEG
4869,NEG
4870,POS
4871,NEU
4872,NEU
4873,NEU
4874,NEU
4875,NEG
4876,POS
4877,POS
4878,POS
4879,NEG
4880,NEG
4881,NEG
4882,NEG
4883,NEG
4884,POS
4885,POS
4886,POS
4887,POS
4888,POS
4889,POS
4890,POS
4891,POS
4892,POS
4893,POS
4894,NEU
4895,NEU
4896,NEU
4897,NEU
4898,NEU
4899,NEG
4900,NEG
4901,NEG
4902,NEG
4903,NEG
4904,NEG
4905,NEG
4906,NEG
4907,NEG
4908,NEG
4909,NEG
4910,NEG
4911,NEG
4912,NEG
4913,NEG
4914,NEG
4915,NEG
4916,NEG
4917,NEG
4918,NEG
4919,NEG
4920,NEG
4921,NEG
4922,NEG
4923,NEG
4924,NEG
4925,NEG
4926,NEG
4927,NEG
4928,NEG
4929,NEG
4930,NEG
4931,NEG
4932,NEG
4933,NEG
4934,NEG
4935,NEG
4936,NEG
4937,NEG
4938,NEG
4939,NEG
4940,NEU
4941,NEU
4942,NEG
4943,NEG
4944,NEG
4945,NEG
4946,NEG
4947,NEG
4948,NEG
4949,NEG
4950,NEG
4951,NEG
4952,NEG
4953,NEG
4954,NEG
4955,NEG
4956,NEG
4957,NEG
4958,NEG
4959,NEG
4960,NEG
4961,NEG
4962,NEG
4963,NEG
4964,NEG
4965,NEG
4966,NEG
4967,NEG
4968,NEG
4969,NEG
4970,NEG
4971,NEG
4972,NEG
4973,NEG
4974,NEG
4975,NEG
4976,NEG
4977,NEG
4978,NEG
4979,NEG
4980,NEG
4981,NEU
4982,NEU
4983,NEU
4984,NEU
4985,NEU
4986,NEU
4987,NEU
4988,NEU
4989,NEU
4990,POS
4991,POS
4992,NEG
4993,NEG
4994,NEG
4995,NEG
4996,NEG
4997,NEG
4998,POS
4999,POS
5000,NEG
5001,NEG
5002,NEG
5003,NEG
5004,NEG
5005,POS
5006,NEG
5007,NEG
5008,NEG
5009,NEG
5010,NEG
5011,NEG
5012,NEG
5013,NEG
5014,NEG
5015,NEG
5016,NEG
5017,NEG
5018,NEG
5019,NEG
5020,NEG
5021,NEG
5022,NEG
5023,NEU
5024,NEU
5025,NEG
5026,NEG
5027,POS
5028,POS
5029,NEU
5030,NEU
5031,NEU
5032,POS
5033,POS
5034,POS
5035,POS
5036,NEU
5037,NEU
5038,NEU
5039,NEU
5040,NEG
5041,NEG
5042,NEG
5043,NEG
5044,NEG
5045,NEG
5046,NEG
5047,NEU
5048,NEU
5049,NEU
5050,POS
5051,POS
5052,POS
5053,POS
5054,POS
5055,POS
5056,POS
5057,POS
5058,POS
5059,POS
5060,POS
5061,POS
5062,POS
5063,NEU
5064,NEU
5065,NEG
5066,NEG
5067,NEG
5068,POS
5069,POS
5070,NEG
5071,NEG
5072,NEG
5073,NEG
5074,NEG
5075,NEU
5076,NEG
5077,NEG
5078,NEG
5079,NEU
5080,NEU
5081,NEU
5082,NEG
5083,NEG
5084,NEG
5085,NEG
5086,NEG
5087,NEG
5088,NEU
5089,NEU
5090,NEU
5091,NEU
5092,NEG
5093,NEG
5094,NEG
5095,NEG
5096,NEU
5097,NEU
5098,POS
5099,POS
5100,NEU
5101,NEU
5102,NEU
5103,POS
5104,POS
5105,NEU
5106,NEU
5107,NEG
5108,NEG
5109,NEG
5110,NEU
5111,NEU
5112,NEU
5113,NEU
5114,NEG
5115,POS
5116,NEU
5117,NEU
5118,NEU
5119,NEU
5120,NEU
5121,NEU
5122,NEU
5123,NEU
5124,NEU
5125,NEG
5126,NEU
5127,NEU
5128,NEG
5129,NEG
5130,NEG
5131,NEG
5132,POS
5133,POS
5134,POS
5135,NEU
5136,NEU
5137,NEG
5138,NEU
5139,NEU
5140,NEU
5141,NEU
5142,NEG
5143,NEG
5144,NEU
5145,NEU
5146,NEG
5147,NEG
5148,NEG
5149,NEG
5150,NEG
5151,NEG
5152,NEG
5153,NEG
5154,NEG
5155,NEG
5156,NEG
5157,NEG
5158,NEG
5159,NEG
5160,NEG
5161,NEG
5162,NEG
5163,NEU
5164,NEU
5165,NEG
5166,NEG
5167,NEU
5168,NEU
5169,NEU
5170,NEU
5171,NEU
5172,NEU
5173,NEU
5174,NEU
5175,NEU
5176,NEU
5177,NEU
5178,NEU
5179,NEU
5180,NEU
5181,NEU
5182,NEU
5183,NEU
5184,NEU
5185,NEU
5186,NEU
5187,NEU
5188,NEU
5189,NEU
5190,NEU
5191,NEU
5192,NEU
5193,NEU
5194,NEU
5195,NEU
5196,NEU
5197,NEU
5198,NEU
5199,NEU
5200,NEU
5201,NEU
5202,NEU
5203,NEU
5204,NEU
5205,NEU
5206,NEU
5207,NEU
5208,NEU
5209,NEU
5210,NEU
5211,NEU
5212,NEU
5213,NEU
5214,NEU
5215,NEU
5216,NEU
5217,NEU
5218,NEU
5219,NEU
5220,NEU
5221,NEU
5222,NEU
5223,NEU
5224,NEU
5225,NEU
5226,NEU
5227,NEU
5228,NEU
5229,NEU
5230,NEU
5231,NEU
5232,NEU
5233,NEU
5234,NEU
5235,NEU
5236,NEU
5237,NEU
5238,NEU
5239,NEU
5240,NEU
5241,NEU
5242,NEU
5243,NEU
5244,NEU
5245,NEU
5246,NEU
5247,NEU
5248,NEU
5249,NEU
5250,NEU
5251,NEU
5252,NEU
5253,NEU
5254,NEU
5255,NEU
5256,NEU
5257,NEU
5258,NEU
5259,NEU
5260,NEU
5261,NEU
5262,NEU
5263,NEU
5264,NEU
5265,NEU
5266,NEU
5267,NEU
5268,NEU
5269,NEU
5270,NEU
5271,NEU
5272,POS
5273,POS
5274,NEU
5275,NEU
5276,NEU
5277,NEU
5278,NEU
5279,NEU
5280,NEU
5281,NEU
5282,NEU
5283,NEU
5284,NEU
5285,NEU
5286,NEU
5287,NEU
5288,NEU
5289,NEU
5290,NEU
5291,NEU
5292,NEU
5293,NEU
5294,NEU
5295,NEU
5296,NEU
5297,NEU
5298,NEU
5299,NEU
5300,NEU
5301,NEU
5302,NEU
5303,NEU
5304,NEU
5305,NEU
5306,NEU
5307,NEU
5308,NEU
5309,NEU
5310,NEU
5311,NEU
5312,NEU
5313,NEU
5314,NEU
5315,NEU
5316,NEU
5317,NEU
5318,NEU
5319,NEU
5320,NEU
5321,NEU
5322,NEU
5323,NEU
5324,NEU
5325,NEU
5326,NEU
5327,NEU
5328,NEU
5329,NEU
5330,NEU
5331,NEU
5332,NEU
5333,NEU
5334,NEU
5335,NEU
5336,NEU
5337,NEU
5338,NEU
5339,NEU
5340,NEU
5341,NEU
5342,NEU
5343,NEU
5344,NEU
5345,NEU
5346,NEU
5347,NEU
5348,NEU
5349,NEU
5350,NEU
5351,NEU
5352,NEU
5353,NEU
5354,NEU
5355,NEU
5356,NEU
5357,POS
5358,NEU
5359,NEU
5360,NEU
5361,NEU
5362,POS
5363,NEU
5364,NEU
5365,NEU
5366,NEU
5367,POS
5368,POS
5369,NEU
5370,NEU
5371,NEU
5372,NEU
5373,POS
5374,NEU
5375,NEU
5376,NEU
5377,NEU
5378,NEU
5379,NEU
5380,NEU
5381,NEU
5382,NEU
5383,NEU
5384,NEU
5385,NEU
5386,NEU
5387,NEU
5388,NEG
5389,NEU
5390,NEU
5391,NEU
5392,NEU
5393,NEU
5394,NEU
5395,NEU
5396,NEU
5397,NEU
5398,NEU
5399,NEU
5400,NEU
5401,NEU
5402,NEU
5403,POS
5404,NEU
5405,NEU
5406,NEU
5407,NEU
5408,NEU
5409,NEU
5410,NEU
5411,NEU
5412,NEU
5413,NEU
5414,NEU
5415,NEU
5416,NEU
5417,NEU
5418,NEU
5419,NEU
5420,NEU
5421,NEU
5422,NEU
5423,NEU
5424,NEU
5425,NEU
5426,NEU
5427,NEU
5428,NEU
5429,NEU
5430,NEU
5431,NEU
5432,NEU
5433,NEU
5434,NEU
5435,NEU
5436,NEU
5437,NEU
5438,NEU
5439,POS
5440,POS
5441,NEU
5442,NEU
5443,NEU
5444,NEG
5445,NEG
5446,POS
5447,POS
5448,NEU
5449,NEU
5450,NEG
5451,NEG
5452,NEG
5453,NEG
5454,NEG
5455,NEU
5456,NEG
5457,NEU
5458,NEU
5459,NEU
5460,NEU
5461,NEU
5462,NEU
5463,NEU
5464,NEU
5465,NEU
5466,NEU
5467,NEU
5468,NEU
5469,NEU
5470,NEU
5471,NEU
5472,NEU
5473,NEU
5474,NEU
5475,NEU
5476,NEU
5477,NEU
5478,NEU
5479,NEU
5480,NEU
5481,NEU
5482,NEU
5483,NEU
5484,NEU
5485,NEU
5486,NEG
5487,NEG
5488,NEU
5489,NEU
5490,NEU
5491,NEU
5492,NEU
5493,NEU
5494,NEU
5495,NEU
5496,NEU
5497,NEU
5498,NEU
5499,NEU
5500,NEU
5501,NEU
5502,NEU
5503,NEU
5504,NEU
5505,NEU
5506,NEU
5507,NEU
5508,NEU
5509,NEU
5510,NEU
5511,NEU
5512,NEU
5513,NEU
5514,NEU
5515,POS
5516,POS
5517,POS
5518,NEU
5519,NEU
5520,NEU
5521,POS
5522,POS
5523,POS
5524,NEU
5525,NEU
5526,NEU
5527,NEU
5528,NEU
5529,NEU
5530,NEU
5531,NEU
5532,NEU
5533,NEU
5534,NEU
5535,NEU
5536,NEU
5537,NEU
5538,NEU
5539,NEU
5540,NEU
5541,NEU
5542,NEU
5543,NEU
5544,NEU
5545,NEU
5546,NEU
5547,NEU
5548,NEU
5549,NEU
5550,NEU
5551,POS
5552,POS
5553,POS
5554,POS
5555,POS
5556,POS
5557,NEU
5558,POS
5559,POS
5560,NEU
5561,NEU
5562,NEU
5563,NEU
5564,NEU
5565,NEU
5566,NEU
5567,NEU
5568,NEU
5569,NEU
5570,NEU
5571,NEU
5572,NEU
5573,NEU
5574,NEU
5575,NEU
5576,NEU
5577,NEU
5578,NEU
5579,NEU
5580,NEU
5581,NEU
5582,NEU
5583,NEU
5584,NEU
5585,NEU
5586,NEU
5587,NEU
5588,NEU
5589,NEU
5590,NEU
5591,NEU
5592,NEU
5593,NEU
5594,NEU
5595,NEU
5596,NEU
5597,NEU
5598,NEU
5599,NEG
5600,NEG
5601,NEU
5602,NEU
5603,NEU
5604,NEU
5605,NEU
5606,NEU
5607,NEU
5608,NEU
5609,NEU
5610,NEU
5611,NEU
5612,NEU
5613,NEU
5614,NEU
5615,POS
5616,POS
5617,NEU
5618,NEU
5619,NEU
5620,NEU
5621,NEU
5622,NEU
5623,NEU
5624,NEU
5625,NEU
5626,POS
5627,NEU
5628,NEU
5629,NEU
5630,NEU
5631,NEU
5632,NEU
5633,POS
5634,NEU
5635,NEU
5636,NEU
5637,NEU
5638,NEU
5639,NEU
5640,NEU
5641,NEU
5642,NEU
5643,NEU
5644,NEU
5645,NEU
5646,NEU
5647,NEU
5648,NEU
5649,NEU
5650,NEU
5651,NEU
5652,NEU
5653,NEU
5654,NEU
5655,NEU
5656,NEU
5657,NEU
5658,NEU
5659,NEU
5660,NEU
5661,NEU
5662,NEU
5663,NEU
5664,NEU
5665,NEU
5666,NEU
5667,NEU
5668,NEU
5669,NEU
5670,NEU
5671,NEU
5672,NEU
5673,NEU
5674,NEU
5675,NEU
5676,NEU
5677,POS
5678,POS
5679,NEU
5680,NEU
5681,NEU
5682,NEU
5683,NEU
5684,NEU
5685,NEU
5686,NEU
5687,POS
5688,POS
5689,POS
5690,NEU
5691,NEU
5692,NEU
5693,NEU
5694,NEU
5695,NEU
5696,NEU
5697,NEU
5698,NEU
5699,NEU
5700,NEU
5701,NEU
5702,NEU
5703,NEU
5704,NEU
5705,NEU
5706,NEU
5707,NEU
5708,NEU
5709,NEU
5710,NEU
5711,NEU
5712,NEU
5713,NEU
5714,NEU
5715,NEU
5716,NEU
5717,NEU
5718,NEU
5719,NEU
5720,NEU
5721,NEU
5722,NEU
5723,NEU
5724,NEU
5725,NEU
5726,NEU
5727,NEU
5728,NEU
5729,NEU
5730,NEU
5731,NEU
5732,NEU
5733,NEU
5734,NEU
5735,NEU
5736,NEU
5737,POS
5738,NEU
5739,NEU
5740,NEU
5741,NEU
5742,NEU
5743,NEU
5744,NEU
5745,NEU
5746,NEU
5747,NEU
5748,NEU
5749,NEU
5750,NEU
5751,NEU
5752,NEU
5753,NEU
5754,NEU
5755,NEU
5756,NEU
5757,NEU
5758,NEU
5759,NEU
5760,NEU
5761,NEU
5762,NEU
5763,NEU
5764,NEU
5765,NEU
5766,NEG
5767,NEG
5768,NEU
5769,NEU
5770,NEU
5771,NEU
5772,NEU
5773,NEU
5774,NEU
5775,NEU
5776,NEU
5777,NEU
5778,NEU
5779,NEU
5780,NEU
5781,NEU
5782,NEU
5783,NEU
5784,NEU
5785,NEU
5786,NEU
5787,NEU
5788,NEU
5789,NEU
5790,NEU
5791,NEU
5792,NEU
5793,NEU
5794,NEU
5795,NEU
5796,NEU
5797,NEU
5798,NEU
5799,NEU
5800,NEU
5801,NEU
5802,NEU
5803,NEU
5804,NEU
5805,NEU
5806,NEU
5807,NEU
5808,NEU
5809,NEU
5810,NEU
5811,NEU
5812,NEU
5813,NEU
5814,NEU
5815,NEU
5816,NEU
5817,NEU
5818,NEU
5819,NEU
5820,NEU
5821,NEU
5822,NEU
5823,NEU
5824,NEU
5825,NEG
5826,NEG
5827,NEU
5828,NEU
5829,NEU
5830,NEU
5831,NEU
5832,NEU
5833,NEU
5834,NEU
5835,NEU
5836,NEU
5837,NEU
5838,NEU
5839,NEU
5840,NEU
5841,NEU
5842,NEU
5843,NEU
5844,NEU
5845,NEU
5846,NEU
5847,NEU
5848,NEU
5849,NEU
5850,NEU
5851,NEU
5852,NEU
5853,NEU
5854,NEU
5855,NEU
5856,NEU
5857,NEU
5858,NEU
5859,NEU
5860,NEU
5861,NEU
5862,NEU
5863,NEU
5864,NEU
5865,NEU
5866,NEU
5867,NEU
5868,NEU
5869,NEU
5870,NEU
5871,NEU
5872,NEU
5873,NEU
5874,NEU
5875,NEU
5876,NEU
5877,NEU
5878,NEU
5879,NEU
5880,NEU
5881,NEU
5882,NEU
5883,NEU
5884,NEU
5885,NEU
5886,NEU
5887,NEU
5888,NEU
5889,NEU
5890,NEU
5891,NEU
5892,NEU
5893,NEU
5894,NEU
5895,NEU
5896,NEU
5897,NEU
5898,NEU
5899,NEU
5900,NEU
5901,NEU
5902,NEU
5903,NEU
5904,NEU
5905,NEU
5906,NEU
5907,NEU
5908,NEU
5909,NEU
5910,NEU
5911,NEU
5912,NEU
5913,NEU
5914,NEU
5915,NEU
5916,NEU
5917,NEU
5918,NEU
5919,NEU
5920,NEU
5921,NEU
5922,NEU
5923,NEU
5924,NEU
5925,NEU
5926,NEU
5927,NEU
5928,NEU
5929,NEU
5930,NEU
5931,NEU
5932,NEU
5933,NEU
5934,NEU
5935,NEU
5936,NEU
5937,NEU
5938,NEU
5939,NEU
5940,NEU
5941,NEU
5942,NEU
5943,NEU
5944,NEU
5945,NEU
5946,NEU
5947,NEU
5948,NEU
5949,NEU
5950,NEU
5951,NEU
5952,NEU
5953,NEU
5954,NEU
5955,NEU
5956,NEU
5957,NEU
5958,NEU
5959,NEU
5960,NEU
5961,NEU
5962,NEU
5963,NEU
5964,NEU
5965,NEU
5966,NEU
5967,NEU
5968,NEU
5969,NEU
5970,NEU
5971,NEU
5972,NEU
5973,NEU
5974,NEU
5975,NEU
5976,NEU
5977,NEU
5978,NEU
5979,NEU
5980,NEU
5981,NEU
5982,NEU
5983,NEU
5984,NEU
5985,NEU
5986,NEU
5987,NEU
5988,NEU
5989,NEU
5990,NEU
5991,NEU
5992,POS
5993,NEG
5994,NEU
5995,NEU
5996,NEU
5997,NEU
5998,NEU
5999,NEU
6000,NEU
6001,NEU
6002,NEU
6003,NEU
6004,NEU
6005,NEU
6006,NEU
6007,NEU
6008,NEU
6009,NEU
6010,NEU
6011,NEU
6012,NEU
6013,NEU
6014,NEU
6015,NEU
6016,NEU
6017,NEU
6018,NEU
6019,NEU
6020,NEU
6021,NEU
6022,NEU
6023,NEU
6024,NEU
6025,NEU
6026,NEU
6027,NEU
6028,NEU
6029,NEU
6030,NEU
6031,NEU
6032,NEU
6033,NEU
6034,NEU
6035,NEU
6036,NEU
6037,NEU
6038,NEU
6039,NEU
6040,NEU
6041,NEU
6042,NEU
6043,NEU
6044,NEU
6045,NEU
6046,NEU
6047,NEU
6048,NEU
6049,NEU
6050,NEU
6051,NEU
6052,NEU
6053,NEU
6054,NEU
6055,NEU
6056,NEU
6057,NEU
6058,NEU
6059,NEU
6060,NEU
6061,NEU
6062,NEU
6063,NEU
6064,NEU
6065,NEG
6066,NEG
6067,NEU
6068,NEU
6069,NEU
6070,NEU
6071,NEU
6072,NEU
6073,NEU
6074,NEU
6075,NEU
6076,NEU
6077,NEU
6078,NEU
6079,NEU
6080,NEU
6081,NEU
6082,NEU
6083,NEU
6084,NEU
6085,NEU
6086,NEU
6087,NEU
6088,NEU
6089,NEG
6090,NEG
6091,NEG
6092,NEU
6093,NEU
6094,NEU
6095,NEU
6096,NEU
6097,NEU
6098,NEU
6099,NEU
6100,NEU
6101,NEU
6102,NEU
6103,NEG
6104,NEG
6105,NEU
6106,NEU
6107,NEU
6108,NEU
6109,NEU
6110,NEU
6111,NEU
6112,NEU
6113,NEU
6114,NEU
6115,NEU
6116,NEU
6117,NEU
6118,NEU
6119,NEU
6120,NEU
6121,NEU
6122,NEU
6123,NEU
6124,NEU
6125,NEG
6126,NEU
6127,NEU
6128,NEU
6129,NEU
6130,NEU
6131,NEU
6132,NEU
6133,NEU
6134,NEU
6135,NEU
6136,NEU
6137,NEU
6138,NEU
6139,NEU
6140,NEU
6141,NEU
6142,NEU
6143,NEU
6144,POS
6145,POS
6146,POS
6147,POS
6148,NEU
6149,NEU
6150,NEU
6151,NEU
6152,NEU
6153,NEU
6154,NEG
6155,NEU
6156,POS
6157,POS
6158,NEU
6159,NEU
6160,NEU
6161,NEG
6162,NEU
6163,NEU
6164,NEU
6165,NEG
6166,NEU
6167,NEU
6168,NEU
6169,NEU
6170,NEU
6171,NEU
6172,NEU
6173,NEU
6174,NEU
6175,NEG
6176,NEG
6177,NEU
6178,NEU
6179,NEU
6180,NEU
6181,NEU
6182,NEU
6183,NEU
6184,NEU
6185,NEU
6186,NEU
6187,NEU
6188,NEG
6189,NEU
6190,NEU
6191,NEU
6192,NEU
6193,NEU
6194,NEU
6195,NEG
6196,NEU
6197,NEU
6198,NEU
6199,NEU
6200,NEU
6201,NEU
6202,NEU
6203,NEU
6204,NEU
6205,NEU
6206,NEU
6207,NEU
6208,NEU
6209,NEU
6210,NEU
6211,NEU
6212,NEU
6213,NEU
6214,NEU
6215,NEU
6216,NEU
6217,NEU
6218,NEU
6219,NEU
6220,NEU
6221,NEU
6222,NEU
6223,NEU
6224,NEU
6225,NEU
6226,NEU
6227,NEU
6228,NEU
6229,NEU
6230,NEU
6231,NEU
6232,NEU
6233,NEU
6234,NEU
6235,NEU
6236,NEU
6237,NEU
6238,NEU
6239,NEU
6240,NEU
6241,NEU
6242,NEU
6243,NEU
6244,NEU
6245,NEU
6246,NEU
6247,NEU
6248,NEU
6249,NEU
6250,NEU
6251,NEU
6252,NEU
6253,NEU
6254,NEU
6255,NEU
6256,NEU
6257,NEU
6258,NEU
6259,NEU
6260,NEU
6261,NEU
6262,NEU
6263,NEU
6264,NEU
6265,NEU
6266,NEU
6267,NEG
6268,NEG
6269,NEU
6270,NEU
6271,NEU
6272,NEU
6273,NEU
6274,NEU
6275,NEU
6276,NEU
6277,NEU
6278,NEU
6279,POS
6280,NEU
6281,NEU
6282,NEU
6283,NEU
6284,NEU
6285,NEU
6286,NEU
6287,NEU
6288,NEU
6289,NEU
6290,NEU
6291,NEU
6292,NEU
6293,NEU
6294,NEU
6295,NEU
6296,NEU
6297,NEU
6298,NEU
6299,NEU
6300,NEU
6301,NEU
6302,NEU
6303,NEU
6304,NEU
6305,NEU
6306,NEU
6307,NEU
6308,NEU
6309,NEU
6310,NEU
6311,NEU
6312,NEU
6313,NEU
6314,NEU
6315,NEU
6316,NEU
6317,NEU
6318,NEU
6319,NEU
6320,NEU
6321,NEU
6322,NEU
6323,NEU
6324,NEU
6325,NEU
6326,NEU
6327,NEU
6328,NEU
6329,NEU
6330,NEU
6331,NEU
6332,NEU
6333,NEU
6334,NEU
6335,NEU
6336,NEU
6337,NEU
6338,NEU
6339,NEU
6340,NEU
6341,NEU
6342,NEU
6343,NEU
6344,NEU
6345,NEU
6346,NEU
6347,NEU
6348,NEG
